,"TABLE 7. NUTRITION: NEWBORNS, INFANTS AND YOUNG CHILDREN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Countries and areas,Weight at birth,,,,"Infant and Young Child Feeding (0-23 months)
2013?2018*",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Low birthweight
(%)
2015",,"Unweighed at birth
(%)
2010?2018*",,"Early
initiation
of breastfeeding
(%)",,"Exclusive
breastfeeding
(<6 months) 
(%)",,"Introduction
to solid,
semi-solid or
soft foods 
(6?8 months)
(%)",,"Continued breastfeeding 
(12?23 months) 
(%)",,,,,,"Minimum diet diversity 
(6?23 months)
(%)",,"Minimum meal frequency 
(6?23 months)
(%)",,"Minimum acceptable diet 
(6?23 months)
(%)",,"Zero vegetable or fruit consumption (6?23 months)
,Pakistan,NA,0,0.839,0,0.1956039,,0.47465782,,0.65296928,,0.63155197,,0.75464386,,0.51529129,,0.14972432,,0.63102024,,0.12672472,,0.61190308,,,,,,,,,,
,Palau,NA,0,NA,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Panama,0.10087104,0,0.08820158,0,0.46976196,,0.21459486,,0.77738022,,0.41256763,,0.57212948,,0.1843247,,NA,,0.63509865,,NA,,NA,,,,,,,,,,
,Papua New Guinea,NA,0,NA,0,NA,,0.561,x,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Paraguay,0.080900145,0,0.023418367,0,0.49548473,,0.29593622,,0.87126221,,0.32832832,,0.40864498,,0.42735447,,0.52067505,,0.74690025,,0.39710205,,0.16459743,,,,,,,,,,
,Peru,0.094036293,0,0.045,0,0.497,,0.664,,0.94854729,,0.64583237,,0.68570618,,0.53482048,,0.82871941,,NA,,NA,,0.072635918,,,,,,,,,,
,Philippines,0.20147881,0,0.158,0,0.56904133,,0.32969021,x,0.89354378,x,0.59592228,,0.68369362,,0.48868408,,0.53532349,x,NA,,NA,,0.21760197,x,,,,,,,,,
,Poland,0.059436841,0,0,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Portugal,0.089011831,0,0,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Qatar,0.073243294,0,0.023013338,0,0.3350441,x,0.29330603,x,0.7398307,x,0.46729603,x,NA,0,NA,0,NA,,0.49038834,x,NA,,NA,,,,,,,,,,
,Republic of Korea,0.057685995,0,0.024539344,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Republic of Moldova,0.050010633,0,0.0080722,0,0.6091954,x,0.36370293,x,0.75058868,x,0.26841297,x,0.43726742,x,0.22102112,x,0.6970462,x,0.49156536,x,NA,,0.095828857,x,,,,,,,,,
,Romania,0.081845531,0,0.024,0,0.577,x,0.158,x,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Russian Federation,0.058061867,0,0,0,0.25,x,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Rwanda,0.078707004,0,0.07633504,0,0.80472496,,0.86929436,,0.57130344,,0.91094627,,0.9400164,,0.81497696,,0.28175962,,0.47161446,,0.18075512,,0.25129259,,,,,,,,,,
,Saint Kitts and Nevis,NA,0,NA,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Saint Lucia,NA,0,0,0,0.49582855,x,0.034969528,x,NA,"x,p",0.28694752,x,NA,"x,p",NA,"x,p",NA,,0.4993235,x,NA,,NA,,,,,,,,,,
,Saint Vincent and the Grenadines,NA,0,NA,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Samoa,NA,0,0.241,0,0.814,,0.703,,0.741,,0.731,,NA,0,NA,0,NA,,NA,,NA,,NA,,,,,,,,,,
,San Marino,0.032604332,0,0.017,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Sao Tome and Principe,0.06598412,0,0.06909255,0,0.38255898,,0.71715233,,0.74141121,,0.51485729,,0.64787178,,0.46256546,,0.36730774,,0.59987335,,0.22954311,,0.26504465,,,,,,,,,,
,Saudi Arabia,NA,0,NA,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Senegal,0.18459738,0,0.402,0,0.33565338,,0.42088467,,0.66874817,,0.70281662,,0.76647171,,0.60889584,,0.20316462,,0.30674986,,0.07992691,,0.52340424,,,,,,,,,,
,Serbia,0.045343642,0,0.01615756,0,0.50759727,,0.12844851,,0.96567337,,0.14643003,,0.20408699,,0.17755463,,0.76999672,,0.95707146,,0.69692543,,0.032579672,,,,,,,,,,
,Seychelles,0.11672328,0,0,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Sierra Leone,0.144151,0,0.52364665,0,0.55699837,,0.47155933,,0.68319458,,0.61083252,,0.71483429,,0.33077538,,0.1776689,,0.43299824,,0.092509747,,0.4068066,,,,,,,,,,
,Singapore,0.096355581,0,0.170499588,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Slovakia,0.076023402,0,0.024012638,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Slovenia,0.061484652,0,0.038635943,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Solomon Islands,NA,0,0.142,0,0.789,,0.762,,NA,,0.714,,NA,0,NA,0,NA,,NA,,NA,,NA,,,,,,,,,,
,Somalia,NA,0,0.955,x,0.234,x,0.053,x,0.171,x,0.43169342,x,0.60912888,x,0.22660799,x,NA,,NA,,NA,,NA,,,,,,,,,,
,South Africa,0.14205164,0,0.186,0,0.67302063,,0.31614695,,0.82502304,,0.33648865,,0.4678072,,0.25435194,,0.39905479,,0.51919769,,0.22937237,,0.37106285,,,,,,,,,,
,South Sudan,NA,0,NA,0,0.5045237,x,0.4453772,x,0.41570957,x,0.61897556,x,0.67163643,x,0.57710327,x,NA,,0.11523412,x,NA,,NA,,,,,,,,,,
,Spain,0.08274869,0,0.038926016,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Sri Lanka,0.15888087,0,0,0,0.903,,0.82,,0.88,,0.913,,NA,0,NA,0,NA,,NA,,NA,,NA,,,,,,,,,,
,State of Palestine,0.083860989,0,0.00332353,0,0.40835129,,0.38135483,,0.89626144,,0.31183485,,0.32527355,,0.28704321,,0.5032394,,0.78794868,,0.39028076,,0.27131811,,,,,,,,,,
,Sudan,NA,0,0.89272753,0,0.68716454,,0.54595383,,0.61168243,,0.72524292,,0.71532845,,0.74285576,,0.2397122,,0.42121662,,0.14715105,,0.66966789,,,,,,,,,,
,Suriname,0.14658528,0,0.19472781,0,0.44682823,x,0.027725089,x,0.79090973,x,0.17398615,x,0.16490091,x,0.15056536,x,NA,,0.64265816,x,NA,,NA,,,,,,,,,,
,Sweden,0.024138143,0,0.050906555,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Switzerland,0.06474225,0,0.000799277,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Syrian Arab Republic,NA,0,0.521,x,0.455,x,0.426,x,0.43806561,x,0.44741684,x,0.56580227,x,0.41766556,x,NA,,NA,,NA,,NA,,,,,,,,,,
,Tajikistan,0.056252947,0,0.085,0,0.61616779,,0.35797085,,0.63131279,,0.57143711,,0.63249844,,0.52800686,,0.22507526,,0.39887905,,0.09344347,,0.57587456,,,,,,,,,,
,Thailand,0.10516175,0,0.011,0,0.39937237,,0.23044815,,0.84602524,,0.24475094,,0.34605255,,0.10897911,,0.63167633,,0.84722313,,0.53777485,,0.22055376,,,,,,,,,,
,Timor-Leste,NA,0,0.473,0,0.75239838,,0.50172226,,0.63394608,,0.51718979,,0.6083482,,0.44407288,,0.2760224,,0.45844761,,0.1328357,,0.35090332,,,,,,,,,,
,Togo,0.16087606,0,0.39934114,0,0.60620411,,0.57179993,,0.67266174,,0.82045761,,0.91649368,,0.68758324,,0.18265102,,0.45911205,,0.12092172,,0.44856518,,,,,,,,,,
,Tokelau,NA,0,NA,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Tonga,NA,0,0.059,0,0.791,x,0.522,x,NA,,0.414,x,NA,0,NA,0,NA,,NA,,NA,,NA,,,,,,,,,,
,Trinidad and Tobago,0.12392281,0,0.188849287,0,0.46,x,0.21,x,0.563,x,0.34,x,0.451,x,NA,"x,p",NA,,0.701,x,NA,,NA,,,,,,,,,,
,Tunisia,0.074720325,0,0.02558749,0,0.316,,0.13545378,,0.96803291,,0.30276886,,0.38716015,,0.27826664,,NA,,0.8837709,,0.5545787,,0.19586803,,,,,,,,,,
,Turkey,0.11396656,0,0,0,0.499,,0.301,,0.746,,0.504,,NA,0,NA,0,NA,,NA,,NA,,NA,,,,,,,,,,
,Turkmenistan,0.049276066,0,0.00707588,0,0.73393021,,0.58263569,,0.82348289,,0.43570881,,0.544785,,0.24299353,,0.82491104,,0.93197617,,0.7723101,,0.091429634,,,,,,,,,,
,Turks and Caicos Islands,NA,0,NA,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Tuvalu,NA,0,0.025,x,0.15,x,0.347,x,NA,,0.527,x,NA,0,NA,0,NA,,NA,,NA,,NA,,,,,,,,,,
,Uganda,NA,0,0.328,0,0.66063362,,0.65463127,,0.80576729,,0.66881302,,0.7671273,,0.52783119,,0.25735601,,0.41580051,,0.14643489,,0.43735062,,,,,,,,,,
,Ukraine,0.056338878,0,0.02764764,0,0.65673607,x,0.19728706,x,0.75145187,x,0.30857903,x,0.31277275,x,0.30277946,x,NA,,0.63718189,x,NA,,NA,,,,,,,,,,
,United Arab Emirates,0.12680036,0,0.027002828,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,United Kingdom,0.06952281,0,0.039,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,United Republic of Tanzania,0.10496649,0,0.36412104,0,0.51270157,,0.59046097,,0.92004051,,0.72227074,,0.74948441,,0.70212555,,0.21478561,,0.39884781,,0.0867521,,0.29396374,,,,,,,,,,
,United States,0.080214396,0,0.016,0,NA,,0.347,,NA,,0.133,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Uruguay,0.076167774,0,0.05564771,0,0.76510406,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Uzbekistan,0.052605476,0,0.008,x,0.6710183,x,0.23782928,x,0.46621323,x,0.57276379,x,0.66361763,x,0.52083481,x,NA,,NA,,NA,,NA,,,,,,,,,,
,Vanuatu,0.10910191,0,0.133,0,0.854,,0.726,,0.719,,0.579,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Venezuela (Bolivarian Republic of),0.091047745,0,NA,0,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,,,,,,
,Viet Nam,0.082114124,0,0.05742799,0,0.26454214,,0.23998344,,0.90670837,,0.43013222,,0.54969616,,0.28739702,,0.58893711,,0.91067215,,0.5525716,,0.13749245,,,,,,,,,,
,Yemen,NA,0,0.91771607,0,0.52690041,,0.096996231,,0.69231468,,0.62838997,,0.73330132,,0.55517017,,0.21297359,,0.58545559,,0.15429192,,0.65515022,,,,,,,,,,
,Zambia,0.11598695,0,0.33597783,0,0.6581646,,0.699,,0.82247108,,0.63,,0.86733635,r,0.47725277,r,0.18361479,,0.42185246,,0.10481215,,0.34973953,,,,,,,,,,
,Zimbabwe,0.12628009,0,0.1786343,0,0.57626396,,0.47127106,,0.9135643,,0.54731041,,0.60612358,,0.44674805,,0.22648321,,0.35803692,,0.080650139,,0.3196447,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SUMMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Asia and Pacific,0.078815787,0,0.056322638,0,0.384133898,0,0.3,0,0.83639308,0,0.595548858,q,0.678923279,q,0.472224345,q,0.402487161,0,0.711004708,0,0.300146659,0,0.228146819,q,,,,,,,,,
,Europe and Central Asia,0.069294706,0,0.0236958,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,,,,,,,,,,
,Eastern Europe and Central Asia,0.069781071,0,0.018016087,0,0.571223579,q,0.327232213,q,0.749269241,q,0.472764554,q,NA,0,NA,0,NA,0,NA,0,NA,0,NA,,,,,,,,,,
,Western Europe,0.068679607,0,0.028623878,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,,,,,,,,,,
,Latin America and Caribbean,0.087329161,0,0.074522353,0,0.541989116,q,0.380791956,q,0.837691905,q,0.453141029,q,0.57239438,q,0.284832651,q,0.601973987,q,0.747456346,q,NA,0,0.209094776,q,,,,,,,,,
,Middle East and North Africa,0.113266069,0,0.347080004,0,0.362655694,0,0.305876141,0,0.778703874,0,0.469118882,0,0.554085618,0,0.415804933,0,0.36169509,0,0.65399417,0,0.261878228,0,0.423580869,,,,,,,,,,
,North America,0.078739723,0,0.0156562,0,NA,0,0.347,0,NA,0,0.133,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,,,,,,,,,,
,South Asia,0.267049635,0,0.390618052,0,0.39965879,0,0.541917367,0,0.518757889,0,0.780157067,0,0.859796342,0,0.674808365,0,0.201086233,0,0.439930931,0,0.118535465,0,0.554927256,,,,,,,,,,
,Sub-Saharan Africa,0.140465058,0,0.516765222,0,0.524946016,0,0.44099163,0,0.724409965,0,0.674266163,0,0.792097371,0,0.590120588,0,0.242532017,0,0.425041983,0,0.123364741,0,0.419915156,,,,,,,,,,
,Eastern and Southern Africa,0.137631414,0,0.4841746,0,0.654969835,0,0.554531119,0,0.768493455,0,0.715520703,0,0.765052691,0,0.654767095,0,0.236249712,0,0.428254676,0,0.127013834,0,0.442654602,,,,,,,,,,
,West and Central Africa,0.143142243,0,0.54410426,0,0.410125884,0,0.338829277,0,0.684397912,0,0.637840451,0,0.815886807,0,0.533255283,0,0.24805815,0,0.422332096,0,0.120154872,0,0.399952942,,,,,,,,,,
,Least developed countries,0.156206849,0,0.541929071,0,0.584962219,0,0.510969177,0,0.719608425,0,0.775680007,0,0.82436032,0,0.688909838,0,0.209253509,0,0.451075812,0,0.127664044,0,0.485894909,,,,,,,,,,
,World,0.15,0,0.287944813,0,0.443420064,0,0.418531857,0,0.693988418,0,0.654621032,0,0.776417898,0,0.581895833,0,0.292753444,0,0.530449315,0,0.188729412,0,0.442795136,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
